"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
10100000;-4,235;-69,945;874000;"Tabatinga";2025-10-29 18:15:00;2025-10-29 17:15:00;2025-10-29 16:15:00;576;;;118;163;0;14,8;"SOLIMOES";-85;;"1999";487;-70;800;"80%-90%";;;;;
10500000;-4,341;-70,906;61400;"ESTIRÃO DO REPOUSO";2025-10-29 08:45:00;2025-10-29 07:45:00;2025-10-29 06:45:00;816;;;184;;1;62,6;"JAVARI";355;;"2019";881,5;307;1284;"30%-40%";;;;;
10910000;-4,584;-70,264;36900;"LADÁRIO - JUSANTE";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;805;-5;;;;0,4;24,2;"ITACUAI";719;;"2001";943;696;1399;"20%-30%";;;;;
11400000;-3,457;-68,912;1010000;"SÃO PAULO DE OLIVENÇA";2025-10-24 10:00:00;2025-10-24 09:00:00;2025-10-24 08:00:00;758;;;;180;0;0;"SOLIMÕES";96;;"2015";670,5;99;1039;"60%-70%";;;;;
12240000;-3,337;-67,492;64400;"PORTO SEGURO";2025-10-05 08:45:00;2025-10-05 07:45:00;2025-10-05 06:45:00;823;;;;;0;0;"JUTAÍ";728;;"2015";979;722;1176;"0%-10%";;;;;
12351000;-2,491;-66,062;1220000;"Fonte Boa";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;1477;8;37;63;81;0,2;10,8;"SOLIMOES";784;;"2015";1368;778;1707;"70%-80%";;;;;
12500000;-7,633;-72,66;37800;"Cruzeiro do Sul";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;518;17;-25;60;19;32,8;56,4;"JURUÁ";508;;"2009";546;286;983;"40%-50%";;1000;1180;1300;"Normal"
12520000;-7,056;-71,689;56100;"IPIXUNA";2025-09-30 10:45:00;2025-09-30 09:45:00;2025-09-30 08:45:00;394;;;;75;0;0;"JURUÁ";;;"1986";526;260;912;"10%-20%";;;;;
12590000;-8,152;-70,746;8770;"PONTE DE TARAUACÁ";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;425;30;47;117;99;0;0,6;"TARAUACÁ";401;;"2017";411,5;337;853;"50%-62%";;;;;
12650000;-8,164;-70,356;17000;"Feijó";2025-06-09 19:00:00;2025-06-09 18:00:00;2025-06-09 17:00:00;487;18;-67;-132;-31;0;0;"FEIJÓ";420;;"2021";534;348;993;"20%-30%";;1200;1350;1400;"Normal"
12845000;-1,395;-69,428;206000;"VILA BITTENCOURT";2025-10-27 17:00:00;2025-10-27 16:00:00;2025-10-27 15:00:00;982;4;;11;-1;0;3;"JAPURÁ";561;;"1989";902;561;1183;"70%-80%";;;;;
12850000;-1,821;-66,609;249000;"ACANAUI";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;1016;;9;;;8,6;48;"JAPURÁ";620;;"1989";966;624;1224;"60%-70%";;;;;
13150000;-4,058;-63,028;1780000;"Itapéua";2024-11-25 17:00:00;2024-11-25 16:00:00;2024-11-25 15:00:00;329;-4;-24;136;;0;0;"SOLIMOES";14;;"2020";675,5;7;1088;"0%-10%";;;;;
13150003;-4,086;-63,083;1780000;"COARI";2025-10-26 09:30:00;2025-10-26 08:30:00;2025-10-26 07:30:00;785;-1;;;;0;0;"SOLIMÕES";-15;;"2015";610,5;-23;913;"80%-90%";;;;;
13169900;-9,434;-70,494;15917;"SANTA ROSA DO PURUS - SEDE";2025-10-29 19:00:00;2025-10-29 18:00:00;2025-10-29 17:00:00;323;;-1;-21;;0;0;"PURUS";;;"2021";270;257;376;"50%-75%";;;;;
13180000;-8,889;-69,275;32800;"MANOEL URBANO";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;365;9;-71;29;27;0;0;"PURUS";243;;"1997";507;262;845;"10%-20%";;;;;
13300000;-9,374;-68,724;11200;"SERINGAL SÃO JOSÉ";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;236;11;-1;19,33;-98;0;4;"IACO";209;;"1999";363;207;549;"0%-10%";;;;;
13310000;-9,068;-68,653;18000;"Sena Madureira";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;155;-12;-11;15;-17;0;2;"IACO";49;;"2021";269,5;53;766;"20%-30%";;1300;1400;1520;"Normal"
13450000;-10,944;-69,566;3760;"ASSIS BRASIL";2025-03-25 17:15:00;2025-03-25 16:15:00;2025-03-25 15:15:00;324;-46;-124;-220;-125;0;0;"ACRE";;;"2012";269;207;385;"90%-100%";;1000;1130;1250;"Normal"
13470000;-11,018;-68,745;7020;"BRASILEIA";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;191;55;104;103;81;77,8;120,6;"ACRE";102;;"2024";225;110;392;"30%-40%";;880;980;1140;"Normal"
13540000;-10,561;-68,705;3730;"COLONIA DOLORES";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;285;0;-4;26;69;8,4;73;"XAPURI";;;"2015";322;265;418;"0%-14%";;;;;
13550000;-10,651;-68,508;8270;"XAPURI";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;246;-40;63;42;21;2;48;"ACRE";345;;"2015";316,5;156;521;"10%-20%";;1150;1250;1340;"Normal"
13568000;-10,389;-67,935;15000;"CAPIXABA";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;219;27;80;63;-32;0;25,4;"ACRE";;;;;;;;;;;;
13572000;-10,005;-68,529;3210;"ESPALHA";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;91;16;41;52;48;0;26,8;"DO ROLA";;;;;;;;;;;;
13578000;-10,057;-67,964;6520;"RIO ROLA";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;113;26;41;41;14;0;21,8;"DO ROLA";90;;"2023";148;92;538;"0%-10%";;;;;
13600002;-9,975;-67,801;23500;"RIO BRANCO";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;226;6;28;-14,11;36;0;61,4;"ACRE";294;;"2015";363,5;150;589;"10%-20%";;1250;1350;1400;"Normal"
13650000;-9,067;-67,397;34400;"Floriano Peixoto";2025-10-29 18:45:00;2025-10-29 17:45:00;2025-10-29 16:45:00;505;23;31;10;;0,2;70;"ACRE";588;;"1997";622,5;409;844;"10%-20%";;;;;
13710001;-8,653;-67,375;105000;"Valparaíso Montante";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;473;;75;;56;3,2;63;"PURUS";367;;"1979";542;353;867;"20%-30%";;;;;
13870000;-7,258;-64,798;226000;"LÁBREA";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;546;5;11;;7;0,2;17,6;"PURUS";383;;"1997";562;85;981;"40%-50%";;;;;
13990000;-3,899;-61,374;378000;"Beruri";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;1095;-3;-31;-95;-169;2;3,6;"PURUS";285;;"2015";994;285;1425;"60%-70%";;;;;
14100000;-3,311;-60,609;2200000;"Manacapuru";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;1000;-5;-40;-113;;0;0;"SOLIMOES";219;;"2021";869;224;1334;"60%-70%";;1700;1770;1960;"Normal"
14320001;-0,137;-67,086;193000;"São Gabriel da Cachoeira";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14400000;-0,42;-65,015;262000;"Tapuruquara";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14420000;-0,482;-64,829;293000;"Serrinha";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;657;0;24;5;14;2;2,2;"NEGRO";437;;"2019";618;435;831;"50%-60%";;;;;
14480002;-0,966;-62,931;379000;"Barcelos";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;392;1;-8;-10;-54;0;4,4;"NEGRO";205;;"2022";379;194;601;"40%-50%";;;;;
14489000;3,353;-61,422;26700;"MARACA";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;492;-10;-11;;-50;0;0;"URARICOERA";438;;"2021";467;383;610;"70%-80%";;;;;
14495000;3,438;-61,037;36900;"FAZENDA CAJUPIRANGA";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;572;-6;-10;-26;-43;0;0;"URARICOERA";523;;"2021";551;442;720;"70%-80%";;;;;
14515000;3,208;-60,571;50200;"FAZENDA PASSARAO";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;673;-2;-5;-33;-42;0;0;"URARICOERA";620;;"2011";654;541;868;"60%-70%";;;;;
14527000;3,568;-59,888;24300;"PONTE DO TACUTU";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;462;;;;;0;0;"TACUTU";453;;"2011";494;383;729;"20%-30%";;;;;
14530000;4,196;-60,794;2280;"VILA SURUMU";2025-10-29 19:00:00;2025-10-29 18:00:00;2025-10-29 17:00:00;317;-2;;-5;-39;0;0;"SURUMU";299;;"2022";314,5;223;378;"40%-50%";;;;;
14540000;4,631;-60,471;3210;"FAZENDA BANDEIRA BRANCA";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;146;-2;-142;;-99;0;2,4;"COTINGO";148;;"2011";163;97;338;"20%-30%";;;;;
14558000;3,318;-60,345;40600;"FAZENDA PARAISO";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;516;-7;-27;-42;-23;0;0;"TACUTU";502;;"2017";534,5;448;767;"10%-20%";;;;;
14620000;2,827;-60,656;97200;"BOA VISTA";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;156;-4;-4;-48;-40;1;1;"BRANCO";107;;"2011";184;28;459;"30%-40%";;750;800;850;"Normal"
14680001;2,871;-61,441;12200;"FE E ESPERANCA";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;288;-12;-48;-15;-65;0;1;"MUCAJAÍ";248;;"1976";266;189;396;"70%-80%";;;;;
14690000;2,471;-60,918;19800;"MUCAJAI";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;1078;-23;-20;-20;-44;0;0,4;"MUCAJAÍ";949;;"2011";1002;860;1231;"80%-90%";;;;;
14710000;1,821;-61,124;126000;"CARACARAI";2025-10-29 17:15:00;2025-10-29 16:15:00;2025-10-29 15:15:00;256;-13;-3;-72;-36;0;0;"BRANCO";168;;"2011";197;63;574;"70%-80%";;800;850;900;"Normal"
14790000;-0,505;-61,786;184000;"SANTA MARIA DO BOIAÇU";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;612;4;-29;-61;-23;2;2;"BRANCO";434;;"2011";569;303;846;"70%-80%";;;;;
14840000;-1,457;-61,635;593000;"MOURA";2025-10-29 19:00:00;2025-10-29 18:00:00;2025-10-29 17:00:00;587;-6;-39;-93;-187;0;3,8;"NEGRO";306;;"2022";580;253;826;"50%-60%";;;;;
14990000;-3,138;-60,027;712000;"Manaus";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;1910;-6;-49;;-224;0;0;"NEGRO";;;"2012";1813;1366;2309;"60%-70%";;2650;2750;2900;"Normal"
15124009;-13,513;-60,53;3600;"CABIXI";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;265;47;;38,31;51;51,4;61,6;"CABIXI";223;;"2002";241;181;395;"70%-80%";;;;;
15130000;-13,486;-61,05;54400;"PIMENTEIRAS";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;300;4;;0;-5;3,2;4,6;"GUAPORÉ";284;;"1988";317;272;415;"10%-20%";;;;;
15150000;-12,851;-62,899;110000;"Pedras Negras";2025-10-29 19:15:00;2025-10-29 18:15:00;2025-10-29 17:15:00;252;-2;4;-2;-9;0;0;"GUAPORÉ";220;;"1988";254,5;187;338;"40%-50%";;;;;
15200000;-12,427;-64,425;341000;"Príncípe da Beira";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;392;-3;0;-6;-7;0;40,2;"GUAPORÉ";348;;"2014";395;348;513;"40%-50%";;;;;
15248010;-10,918;-65,043;4390;"BOCA DO POMPEU - JUSANTE";2025-10-17 16:45:00;2025-10-17 15:45:00;2025-10-17 14:45:00;85;0;-4;-11;-9;0;0;"OURO PRETO";78;;"2020";88,5;1;202;"30%-40%";;;;;
15250000;-10,793;-65,348;609000;"GUAJARA-MIRIM";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;592;0;-6;6;4;0;18,2;"MAMORE";511;;"2014";585;403;785;"50%-60%";;930;1020;1110;"Normal"
15318000;-10,348;-65,357;834000;"UHE JIRAU JUSANTE RIO BENI";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;1097;-4;2;36;109;1,2;109;"MADEIRA";;;"2014";1029,5;938;1262;"80%-90%";;;;;
15320002;-9,705;-65,367;921000;"ABUNÃ";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;1176;-8;8;71;211;0;18,6;"MADEIRA";879;;"2014";934;683;1224;"90%-100%";;;;;
15324000;-10,338;-67,183;7740;"PLÁCIDO DE CASTRO";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;253;14;-1;0;-80;0;27,4;"ABUNÃ";243;;"2012";293;202;458;"30%-40%";;;;;
15326000;-9,785;-65,528;31100;"MORADA NOVA JUSANTE";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;847;16;25;-6;4;0;82,4;"ABUNÃ?";811;;"2014";850;744;978;"40%-50%";;;;;
15400000;-8,748;-63,917;976000;"PORTO VELHO";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;442;-6;50;103;229;19,6;57,8;"MADEIRA";87;;"2014";476;82;868;"30%-40%";;1400;1500;1700;"Normal"
15430000;-9,926;-63,071;8140;"Ariquemes";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;183;-1;-18;74;75;1;44,4;"JAMARI";191;;"2007";226;120;324;"10%-20%";;;;;
15490000;-8,452;-63,518;977000;"PROSPERIDADE";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;577;-4;67;105;224;9,6;13,4;"MADEIRA";220;;"2014";570;235;876;"50%-60%";;;;;
15490200;-8,426;-63,484;1400000;"SÃO CARLOS";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1938;4;18;50;96;0;0;"MADEIRA";;;;;;;;;;;;
15490600;-8,584;-63,733;1400000;"PORTO VELHO";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1859;-1;19;61;112;0;0;"MADEIRA";;;;;;;;;;;;
15550000;-8,799;-63,711;12700;"SANTA ISABEL";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;943;10;10;-13;-20;2,6;41,6;"CANDEIAS";964;;"2019";1000;920;1134;"0%-10%";;;;;
15552600;-11,749;-60,868;4360;"FAZENDA FLOR DO CAMPO";2025-10-29 20:00:00;2025-10-29 19:00:00;2025-10-29 18:00:00;263;-18;-20;11;-28;3,6;12,6;"COMEMORAÇÃO";304;;"1987";278;254;330;"10%-20%";;;;;
15558000;-11,684;-61,192;10100;"PIMENTA BUENO";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;405;-36;3;;-2;0;1,8;"PIMENTA BUENO";457;;"2014";405;368;485;"40%-50%";;;;;
15558200;-11,444;-61,441;17900;"CACOAL";2025-08-16 23:30:00;2025-08-16 22:30:00;2025-08-16 21:30:00;39;;;;;0;0;"PIRARARA";;;"2022";104;96;131;"Mínima-0%";;;;;
15559000;-11,653;-61,215;16100;"SÍTIO BELA VISTA";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;178;-31;3;-10;-4;0;1,8;"MACHADO";222;;"2014";173,5;140;270;"60%-70%";;;;;
15560000;-10,874;-61,936;32800;"JI-PARANA";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;692;29;25;23;21;20,6;43,2;"MACHADO";676;;"2022";668;634;727;"70%-80%";;;;;
15564000;-10,832;-62,893;133;"JARUARU";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;12;-376;-430;-4;-11;0;0;"JARU";70;;"2014";33;5;120;"10%-20%";;;;;
15580000;-8,932;-62,056;60200;"Tabajara";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;330;-2;;;-24;15,2;25,4;"MACHADO";386;;"2019";389;254;505;"10%-20%";;;;;
15627000;-8,18;-63,091;1020424;"UHE_PAPAGAIO";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;4096;1;91;121;221;19;55;"MADEIRA";;;;;;;;;;;;
15627300;-8,193;-63,133;1400000;"ESPÍRITO SANTO";2025-03-31 16:00:00;2025-03-31 15:00:00;2025-03-31 14:00:00;1899;3;11;39;87;0;0;"MADEIRA";;;;;;;;;;;;
15627400;-8,081;-62,878;1400000;"CALAMA";2025-10-29 20:00:00;2025-10-29 19:00:00;2025-10-29 18:00:00;701;0;-10;-8;-13;0;0;"MADEIRA";;;;;;;;;;;;
15630000;-7,503;-63,018;1090000;"HUMAITÁ";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;1198;9;97;115;198;13,4;27,8;"MADEIRA";877;;"2014";1150;874;1524;"60%-70%";;;;;
15700000;-5,817;-61,302;1150000;"MANICORÉ";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;1407;5;;;;5,4;14,6;"MADEIRA";;;;;;;;;;;;
15860000;-4,897;-60,025;1310000;"FAZENDA VISTA ALEGRE";2025-10-29 09:45:00;2025-10-29 08:45:00;2025-10-29 07:45:00;1057;7;17;35;-3;0;0;"MADEIRA";669;;"1989";1018,5;661;1326;"60%-70%";;;;;
15960000;-3,547;-58,924;1376282;"URUCURITUBA";2025-10-02 17:00:00;2025-10-02 16:00:00;2025-10-02 15:00:00;1428;-16;-100;-190;-270;0;0;"MADEIRA";627;;"2021";1023;627;1205;"100%-Máxima";;;;;
16030000;-3,154;-58,411;4350000;"Itacoatiara";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;573;-6;-55;-126;-200;0;0;"AMAZONAS";-11;;"2021";468;-6;723;"80%-90%";;;;;
17050001;-1,919;-55,513;4670000;"Obidos";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;212;-8;-41;-91;-149;0;0;"AMAZONAS";-114;;"2009";143,5;-113;383;"60%-70%";;;;;
17122001;-10,823;-57,727;14334;"JURUA";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;297;0;0;;-3;14;21,6;"DOS PEIXES";;;;;;;;;;;;
17130000;-7,731;-58,281;182000;"Foz do Juruena";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;431;-5;11;;35;1,2;13,6;"JURUENA";380;;"2014";416;347;508;"50%-60%";;;;;
17384000;-9,351;-56,781;90704;"UHE TELES PIRES BARRAMENTO";2025-10-29 04:00:00;2025-10-29 03:00:00;2025-10-29 02:00:00;22040;13977;-2;-3;-1;0,6;32,2;"TELES PIRES";;;"2019";22044;22036;22045;"0%-50%";;;;;
17410100;-8,859;-57,419;132797;"UHE SÃO MANOEL JUSANTE 2";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;490;-6;-4;-9;-4;0;4;"TELES PIRES";;;"2020";436;422;464;"100%-Máxima";;;;;
17420000;-7,615;-57,95;138000;"Três Marias";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;218;-1;10;13;14;7,8;32,4;"TELES PIRES";174;;"2014";478,5;160;623;"10%-20%";;;;;
17430000;-7,34;-58,155;333000;"BARRA DO SÃO MANUEL";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;333;-1;8;16;13;0,8;53;"TAPAJÓS";288;;"2004";353,5;279;469;"20%-30%";;;;;
17680000;-5,456;-55,87;40200;"JAMANXIM";2025-10-14 17:00:00;2025-10-14 16:00:00;2025-10-14 15:00:00;386;7;21;;;0;0;"JAMANXIM";327;;"2006";338,5;180;436;"80%-90%";;;;;
17730000;-4,276;-55,982;458000;"Itaituba";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;261;-3;-5;-37;-75;0;0;"TAPAJOS";104;;"2014";239;99;393;"70%-80%";;;;;
17900000;-2,414;-54,738;493000;"Santarem";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;250;-4;-31;-74;-122;0;0;"AMAZONAS";33;;"2009";159;-50;352;"90%-100%";;;;;
18390000;-1,533;-52,577;5460000;"Almeirim";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;285;-1;-42;-60;-118;0;0;"AMAZONAS";214;;"2022";273;226;317;"50%-62%";;;;;
18460000;-6,736;-51,995;210000;"BOA SORTE";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;357;1;6;;10;0;0;"XINGU";;;"2004";376,5;321;512;"20%-30%";;;;;
18500000;-6,745;-51,774;42400;"Boa Esperança";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;381;-4;-16;11;44;0;0;"FRESCO";362;;"2014";352;154;544;"60%-70%";;;;;
18700000;-4,528;-54,013;122000;"Pedra do Ó";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;327;3;32;;;0;0;"IRIRI";;;"1980";331;282;447;"40%-50%";;;;;
18850000;-3,215;-52,212;448000;"ALTAMIRA";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;361;-4;-27;-58;-95;0;9,4;"XINGU";223;;"1980";255,5;101;557;"90%-100%";;;;;
18936000;-2,882;-52,011;714;"VITÓRIA DO XINGU";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;129;-12;-1;-17;-48;0;0;"TUCURUI";39;;"2022";76;11;114;"100%-Máxima";;;;;
18938001;-2,622;-51,954;486000;"SOUZEL";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;250;-8;-1;-42;-55;0;0;"XINGU";;;"2021";231,5;206;274;"67%-100%";;;;;
18950003;-1,753;-52,24;509000;"PORTO DE MOZ";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;179;-6;;-35;-89;1;4;"XINGU";112;;"2009";176;75;240;"50%-60%";;;;;
19500000;0,022;-51,05;5930000;"MACAPÁ";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;271;-64;-6;111;-46;0;0;"SOLIMÕES";;;"2007";265;170;375;"44%-56%";;;;;
19985000;-3,851;-50,64;2682;"PACAJÁS";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;355;-5;-6;-23;-41;0;0;"PACAJÁS";351;;"2006";379;288;585;"30%-40%";;;;;
21500000;-13,763;-46,838;22600;"Nova Roma";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;58;0;-14;;9;0;0;"PARANÃ";92;;"1990";78;56;318;"0%-10%";;;;;
22050001;-12,023;-48,533;128000;"Peixe";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;136;-2;3;;-62;0;0;"TOCANTINS";315;;"1980";245,5;86;400;"0%-10%";;;;;
22100000;-12,392;-48,712;8720;"Colonha";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;162;9;16;;13;0;0;"SANTA TEREZA";174;;"1980";173;92;280;"30%-40%";;550;600;700;"Normal"
22250000;-11,533;-48,289;14500;"Fazenda Lobeira";2025-10-29 19:45:00;2025-10-29 18:45:00;2025-10-29 17:45:00;72;0;35;;;0;0;"MANUEL ALVES";43;;"1980";63,5;28;241;"50%-60%";;;;;
22900000;-9,307;-47,929;44100;"Porto Real";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;23;0;;14;13;0;0;"DO SONO";77;;"1980";108;8;280;"0%-10%";;;;;
23100000;-8,392;-48,111;242000;"Tupiratins";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;68;-2;-15;-59;-69;0;0;"TOCANTINS";181;;"1980";166;22;392;"0%-10%";;;;;
23700000;-5,789;-47,469;297000;"Descarreto";2025-10-29 19:15:00;2025-10-29 18:15:00;2025-10-29 17:15:00;70;-12;-14;-4;-4;0;0;"TOCANTINS";168;;"1980";113;57;185;"0%-10%";;;;;
24700000;-15,891;-52,228;36800;"Barra do Garças";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;81;6;;;;0;1,8;"ARAGUAIA";168;;"1977";126,5;30;353;"0%-10%";;;;;
24850000;-15,738;-51,828;50100;"Araguaiana";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;142;1;-47;;;0;0;"ARAGUAIA";216;;"1977";180;98;357;"0%-10%";;;;;
25200000;-14,913;-51,081;76300;"Aruanã";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;114;-6;;10;16;0;0;"ARAGUAIA";161;;"1993";163;114;433;"Mínima-0%";;;;;
25700000;-13,69;-50,8;92300;"Bandeirantes";2025-10-29 21:00:00;2025-10-29 20:00:00;2025-10-29 19:00:00;324;-5;4;;14;0;0;"ARAGUAIA";352;;"1983";400;314;533;"0%-10%";;;;;
26350000;-11,618;-50,663;194000;"São Félix do Araguaia";2025-10-29 19:15:00;2025-10-29 18:15:00;2025-10-29 17:15:00;281;2;8;5;-5;0;0;"ARAGUAIA";295;;"1991";316;251;422;"10%-20%";;;;;
27320000;-8,803;-49,555;319000;"Araguacema";2025-10-29 19:30:00;2025-10-29 18:30:00;2025-10-29 17:30:00;218;1;-4;-8;-26;0;0;"ARAGUAIA";210;;"1980";261,5;205;339;"0%-10%";;;;;
27500000;-8,269;-49,259;332000;"Conceição do Araguaia";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;185;0;-5;;;0;0;"ARAGUAIA";180;;"1980";234;180;298;"0%-10%";;;;;
28300000;-6,41;-48,542;377000;"Xambioá";2025-10-29 19:15:00;2025-10-29 18:15:00;2025-10-29 17:15:00;131;-1;-15;-20;1;0;0;"ARAGUAIA";122;;"1980";234;122;279;"0%-10%";;;;;
28850000;-5,651;-48,133;388000;"Araguatins";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;240;1;-6;1;4;0;0;"ARAGUAIA";234;;"1980";277;232;313;"0%-10%";;;;;
29050000;-5,339;-49,124;703000;"Marabá";2025-10-29 19:15:00;2025-10-29 18:15:00;2025-10-29 17:15:00;170;-2;3;0;-9;13;13;"TOCANTINS";225;;"1980";242;129;376;"0%-10%";;;;;
